Date,Price,Open,High,Low,Vol.,Change %
08/09/2023,6.8,6.7,7.03,6.68,7.03M,0.74%
08/08/2023,6.75,6.57,6.84,6.57,8.06M,2.43%
08/07/2023,6.59,6.52,6.7,6.52,1.94M,-0.15%
08/06/2023,6.6,6.4,6.62,6.4,1.40M,3.61%
08/03/2023,6.37,6.4,6.5,6.33,1.90M,-0.31%
08/02/2023,6.39,6.79,6.8,6.3,4.40M,-5.89%
08/01/2023,6.79,6.71,6.8,6.68,3.28M,1.34%
07/31/2023,6.7,6.48,6.7,6.48,2.70M,3.24%
07/30/2023,6.49,6.36,6.66,6.36,2.54M,2.04%
07/27/2023,6.36,6.46,6.5,6.33,417.42K,-1.09%
07/26/2023,6.43,6.45,6.49,6.36,679.44K,0.00%
07/25/2023,6.43,6.5,6.55,6.42,1.01M,-0.92%
07/24/2023,6.49,6.54,6.62,6.48,1.84M,-0.15%
07/19/2023,6.5,6.59,6.64,6.46,2.77M,-0.61%
07/18/2023,6.54,6.43,6.67,6.43,6.42M,1.71%
07/17/2023,6.43,6.28,6.49,6.21,2.11M,2.72%
07/16/2023,6.26,6.35,6.4,6.19,1.23M,-0.95%
07/13/2023,6.32,6.15,6.41,6.15,2.44M,3.27%
07/12/2023,6.12,6.2,6.25,6.1,802.68K,-0.65%
07/11/2023,6.16,6.2,6.29,6.12,1.88M,0.16%
07/10/2023,6.15,5.95,6.16,5.9,1.73M,3.19%
07/09/2023,5.96,6.35,6.39,5.96,1.34M,-5.99%
07/06/2023,6.34,6.27,6.53,6.27,2.07M,1.12%
07/05/2023,6.27,6.37,6.48,6.2,2.84M,-1.42%
07/04/2023,6.36,6.53,6.65,6.33,4.06M,-1.85%
06/26/2023,6.48,6.37,6.53,6.37,2.04M,1.73%
06/25/2023,6.37,6.62,6.7,6.37,3.76M,-3.78%
06/22/2023,6.62,6.43,6.79,6.3,11.87M,3.28%
06/21/2023,6.41,6.36,6.55,6.35,7.05M,0.94%
06/20/2023,6.35,6.09,6.5,6.07,19.09M,4.61%
06/19/2023,6.07,6.12,6.27,5.98,13.45M,1.17%
06/18/2023,6.0,6.07,6.09,5.98,2.80M,0.50%
06/15/2023,5.97,6.0,6.12,5.88,6.97M,0.34%
06/14/2023,5.95,6.15,6.19,5.86,10.98M,-2.62%
06/13/2023,6.11,5.77,6.24,5.72,31.49M,6.26%
06/12/2023,5.75,5.65,5.8,5.64,8.86M,2.50%
06/11/2023,5.61,5.47,5.65,5.43,7.56M,4.66%
06/08/2023,5.36,5.4,5.44,5.3,2.03M,0.75%
06/07/2023,5.32,5.41,5.51,5.31,2.88M,-1.30%
06/06/2023,5.39,5.42,5.48,5.38,2.11M,-0.37%
06/05/2023,5.41,5.56,5.57,5.41,2.71M,-5.09%
05/30/2023,5.7,5.65,5.78,5.61,6.30M,1.24%
05/29/2023,5.63,5.68,5.68,5.59,4.28M,0.36%
05/28/2023,5.61,5.46,5.7,5.46,12.65M,2.94%
05/25/2023,5.45,5.51,5.57,5.43,2.18M,-0.91%
05/24/2023,5.5,5.45,5.57,5.45,3.13M,1.48%
05/23/2023,5.42,5.4,5.44,5.34,2.42M,1.12%
05/22/2023,5.36,5.39,5.53,5.35,5.28M,0.19%
05/21/2023,5.35,5.44,5.44,5.34,2.43M,-0.56%
05/18/2023,5.38,5.37,5.41,5.25,3.29M,1.13%
05/17/2023,5.32,5.61,5.63,5.31,10.00M,-4.32%
05/16/2023,5.56,5.72,5.74,5.48,12.07M,-2.80%
05/15/2023,5.72,5.91,5.95,5.72,3.63M,-2.89%
05/14/2023,5.89,5.9,5.92,5.82,2.70M,0.51%
05/11/2023,5.86,6.05,6.08,5.8,7.20M,-2.17%
05/10/2023,5.99,5.87,6.0,5.7,8.01M,2.39%
05/09/2023,5.85,6.08,6.14,5.85,9.51M,-1.68%
05/08/2023,5.95,5.8,5.95,5.8,4.72M,3.12%
05/07/2023,5.77,5.79,5.86,5.68,3.87M,-0.69%
05/03/2023,5.81,5.88,5.96,5.75,4.91M,-0.51%
05/02/2023,5.84,5.91,5.97,5.8,6.11M,-1.35%
05/01/2023,5.92,6.13,6.2,5.84,11.71M,-3.43%
04/30/2023,6.13,6.0,6.27,5.99,19.03M,2.51%
04/27/2023,5.98,5.98,6.0,5.88,14.59M,3.28%
04/26/2023,5.79,5.66,5.79,5.5,16.62M,3.21%
04/19/2023,5.61,5.41,5.68,5.41,16.43M,4.86%
04/18/2023,5.35,5.33,5.42,5.33,3.02M,0.00%
04/13/2023,5.35,5.34,5.41,5.31,3.41M,0.38%
04/12/2023,5.33,5.4,5.45,5.33,3.67M,-0.56%
04/11/2023,5.36,5.36,5.41,5.31,3.84M,1.32%
04/10/2023,5.29,5.25,5.37,5.21,5.79M,1.73%
04/09/2023,5.2,5.38,5.4,5.16,4.86M,-2.99%
04/06/2023,5.36,5.41,5.54,5.33,6.52M,-1.65%
04/05/2023,5.45,5.35,5.48,5.32,12.63M,3.02%
04/04/2023,5.29,5.22,5.37,5.15,6.15M,0.76%
04/03/2023,5.25,4.87,5.34,4.84,18.50M,9.37%
04/02/2023,4.8,4.71,4.86,4.71,2.13M,1.69%
03/30/2023,4.72,4.82,4.89,4.7,3.98M,-1.67%
03/29/2023,4.8,4.7,4.88,4.69,8.84M,2.35%
03/28/2023,4.69,4.72,4.77,4.61,2.83M,-0.64%
03/27/2023,4.72,4.9,4.93,4.7,7.59M,-4.45%
03/26/2023,4.94,4.8,4.96,4.8,3.24M,3.13%
03/23/2023,4.79,4.69,4.81,4.59,5.01M,1.91%
03/22/2023,4.7,4.7,4.75,4.5,7.52M,0.21%
03/21/2023,4.69,4.55,4.69,4.46,4.56M,4.92%
03/20/2023,4.47,4.32,4.58,4.3,7.02M,3.00%
03/19/2023,4.34,4.3,4.37,4.15,3.85M,0.46%
03/16/2023,4.32,4.2,4.4,4.0,5.23M,4.60%
03/15/2023,4.13,4.69,4.8,3.97,8.79M,-10.22%
03/14/2023,4.6,4.58,4.74,4.49,5.54M,1.55%
03/13/2023,4.53,4.91,4.98,4.45,5.47M,-5.82%
03/12/2023,4.81,5.2,5.2,4.81,6.23M,-7.68%
03/09/2023,5.21,5.14,5.25,5.07,4.56M,2.76%
03/08/2023,5.07,5.12,5.19,5.03,3.35M,-0.98%
03/07/2023,5.12,5.36,5.4,5.06,4.54M,-4.30%
03/06/2023,5.35,5.42,5.44,5.34,2.77M,-0.19%
03/05/2023,5.36,5.5,5.52,5.36,5.99M,-1.83%
03/02/2023,5.46,5.48,5.57,5.44,4.73M,0.37%
03/01/2023,5.44,5.45,5.54,5.42,3.81M,-0.18%
02/28/2023,5.45,5.49,5.55,5.38,11.60M,0.37%
02/27/2023,5.43,5.6,5.66,5.4,20.32M,3.63%
02/26/2023,5.24,5.2,5.4,5.11,2.52M,1.16%
02/23/2023,5.18,5.07,5.21,5.01,4.18M,2.37%
02/22/2023,5.06,5.37,5.4,5.01,4.91M,-4.89%
02/21/2023,5.32,5.15,5.38,5.13,1.78M,2.50%
02/20/2023,5.19,5.41,5.45,5.16,3.88M,-4.60%
02/19/2023,5.44,5.51,5.58,5.4,880.37K,-1.27%
02/16/2023,5.51,5.5,5.64,5.45,5.46M,0.73%
02/15/2023,5.47,5.47,5.6,5.47,11.44M,0.37%
02/14/2023,5.45,5.24,5.51,5.24,8.17M,4.41%
02/13/2023,5.22,5.24,5.36,5.19,2.19M,-0.19%
