Date,Price,Open,High,Low,Vol.,Change %
08/09/2023,36.06,36.5,36.69,36.02,98.22K,-0.77%
08/08/2023,36.34,36.4,36.99,36.11,79.65K,0.14%
08/07/2023,36.29,36.2,36.4,36.0,35.22K,0.33%
08/06/2023,36.17,36.17,36.23,35.9,41.72K,0.75%
08/03/2023,35.9,36.01,36.27,35.81,314.45K,-0.31%
08/02/2023,36.01,36.1,36.34,35.95,170.75K,-0.11%
08/01/2023,36.05,36.38,36.49,36.05,139.15K,-0.72%
07/31/2023,36.31,35.9,36.45,35.9,187.28K,1.20%
07/30/2023,35.88,36.4,36.45,35.85,170.84K,-0.64%
07/27/2023,36.11,36.29,36.55,36.05,316.18K,-0.08%
07/26/2023,36.14,36.5,36.79,36.05,150.91K,-1.01%
07/25/2023,36.51,36.54,36.89,36.12,263.11K,0.75%
07/24/2023,36.24,37.42,37.45,36.0,694.73K,-3.18%
07/19/2023,37.43,37.99,37.99,37.4,39.95K,-0.90%
07/18/2023,37.77,38.0,38.25,37.61,98.86K,-0.81%
07/17/2023,38.08,37.85,38.45,37.7,158.07K,1.09%
07/16/2023,37.67,37.0,38.89,37.0,511.46K,1.81%
07/13/2023,37.0,36.3,37.1,36.1,233.81K,1.45%
07/12/2023,36.47,36.5,36.5,36.01,40.59K,0.08%
07/11/2023,36.44,36.15,36.5,35.11,120.17K,0.69%
07/10/2023,36.19,34.01,36.39,34.0,182.07K,6.66%
07/09/2023,33.93,35.88,36.0,33.0,174.07K,-5.43%
07/06/2023,35.88,37.25,37.37,35.62,487.50K,-3.88%
07/05/2023,37.33,35.8,37.4,35.65,286.16K,4.33%
07/04/2023,35.78,35.55,35.97,35.55,72.16K,0.79%
06/26/2023,35.5,35.0,35.5,34.8,305.40K,1.98%
06/25/2023,34.81,35.15,35.2,34.79,107.87K,-0.68%
06/22/2023,35.05,35.25,35.44,34.9,307.36K,0.09%
06/21/2023,35.02,35.8,35.94,34.82,309.64K,-1.93%
06/20/2023,35.71,36.0,36.28,35.6,245.97K,-0.78%
06/19/2023,35.99,36.7,36.7,35.8,326.34K,-1.67%
06/18/2023,36.6,36.6,36.95,36.45,107.42K,0.33%
06/15/2023,36.48,36.5,36.7,36.0,257.94K,1.19%
06/14/2023,36.05,36.4,37.5,35.83,414.08K,1.12%
06/13/2023,35.65,36.5,37.75,35.3,1.13M,-2.30%
06/12/2023,36.49,36.6,37.0,36.2,33.44K,1.30%
06/11/2023,36.02,37.4,37.5,36.0,189.63K,0.81%
06/08/2023,35.73,35.52,37.8,34.82,702.37K,0.59%
06/07/2023,35.52,37.0,37.3,35.22,962.46K,-3.48%
06/06/2023,36.8,38.17,38.39,36.5,352.37K,-3.16%
06/05/2023,38.0,39.0,39.2,37.95,829.56K,-1.55%
06/04/2023,38.6,39.47,39.8,38.6,168.66K,-1.81%
06/01/2023,39.31,39.48,39.85,38.85,253.36K,0.43%
05/31/2023,39.14,39.8,40.2,38.98,1.38M,-1.66%
05/30/2023,39.8,39.75,40.0,39.2,156.03K,1.30%
05/29/2023,39.29,39.96,40.0,38.6,440.06K,-1.68%
05/28/2023,39.96,40.19,40.34,39.6,141.41K,-0.10%
05/25/2023,40.0,40.15,40.45,39.8,375.33K,-0.02%
05/24/2023,40.01,39.8,40.29,39.6,102.44K,1.29%
05/23/2023,39.5,40.45,40.5,38.95,87.67K,-1.05%
05/22/2023,39.92,40.6,41.0,39.68,329.38K,-2.06%
05/21/2023,40.76,41.0,41.2,39.81,70.54K,-0.59%
05/18/2023,41.0,39.8,41.1,39.5,967.84K,3.09%
05/17/2023,39.77,40.96,41.0,39.5,130.56K,-2.91%
05/16/2023,40.96,41.2,41.2,40.5,1.13M,-0.10%
05/15/2023,41.0,41.5,42.35,41.0,485.91K,-0.89%
05/14/2023,41.37,43.0,43.0,40.7,400.45K,-2.96%
05/11/2023,42.63,43.5,43.55,42.4,268.71K,-1.04%
05/10/2023,43.08,43.01,43.6,42.1,172.34K,0.12%
05/09/2023,43.03,44.0,44.12,43.0,169.62K,-2.20%
05/08/2023,44.0,42.49,44.2,42.3,469.12K,3.65%
05/07/2023,42.45,42.03,42.5,41.0,60.77K,0.81%
05/03/2023,42.11,41.9,42.5,41.71,485.72K,0.84%
05/02/2023,41.76,41.0,41.97,40.9,95.26K,2.08%
05/01/2023,40.91,42.81,43.1,40.85,360.37K,-4.42%
04/30/2023,42.8,44.0,44.6,42.65,347.82K,-2.48%
04/27/2023,43.89,43.6,44.1,43.1,142.88K,1.06%
04/26/2023,43.43,43.93,44.0,42.9,236.40K,-1.09%
04/19/2023,43.91,44.0,44.99,43.5,371.59K,-0.18%
04/18/2023,43.99,41.9,44.99,41.01,536.45K,5.49%
04/13/2023,41.7,40.93,41.79,40.29,647.45K,3.22%
04/12/2023,40.4,42.0,42.0,38.75,7.46M,-9.21%
04/11/2023,44.5,45.01,45.49,44.1,958.38K,-1.07%
04/10/2023,44.98,44.0,45.5,43.51,1.30M,2.27%
04/09/2023,43.98,42.0,44.5,42.0,717.82K,6.21%
04/06/2023,41.41,43.0,43.0,41.41,710.14K,-3.70%
04/05/2023,43.0,43.85,43.85,43.0,242.10K,-1.35%
04/04/2023,43.59,43.87,43.92,43.05,703.40K,-0.75%
04/03/2023,43.92,43.98,44.48,43.51,285.02K,2.14%
04/02/2023,43.0,44.0,44.8,42.9,67.91K,-1.87%
03/30/2023,43.82,45.0,46.5,43.1,1.01M,-0.41%
03/29/2023,44.0,40.0,47.0,40.0,1.34M,10.00%
03/28/2023,40.0,38.97,40.05,38.2,711.00K,3.47%
03/27/2023,38.66,40.0,40.0,38.26,356.90K,-3.28%
03/26/2023,39.97,40.49,40.49,39.05,262.02K,-0.10%
03/23/2023,40.01,36.45,40.5,35.86,2.08M,9.98%
03/22/2023,36.38,35.5,36.7,34.92,639.11K,3.00%
03/21/2023,35.32,34.9,35.69,34.8,1.18M,1.12%
03/20/2023,34.93,35.5,35.5,34.85,494.89K,-0.20%
03/19/2023,35.0,34.82,35.59,34.76,117.62K,0.52%
03/16/2023,34.82,34.99,35.75,34.2,1.10M,0.90%
03/15/2023,34.51,35.88,35.88,34.25,753.42K,-2.79%
03/14/2023,35.5,35.5,35.98,34.95,337.49K,-0.03%
03/13/2023,35.51,36.4,36.6,35.1,1.29M,-1.69%
03/12/2023,36.12,35.99,36.44,34.75,258.34K,0.70%
03/09/2023,35.87,34.53,36.0,34.53,100.16K,3.97%
